,screen_name,text,account.type,class_type,translation
2237,kevinhooke,@Kristapor @jeffskogstad @zxwife o7 <U+0001F44D>,human,human,@Kristapor @jeffskogstad @zxwife o7 <U+0001F44D>
2238,ninjasexparty,A.B.C.: Always Be Succeeding,human,human,à B.C.Toujours réussir
2239,kevinhooke,@DarkBlueMonkey one of my favorite scifi shows as a kid!,human,human,@DarkBlueMonkey l'un de mes scifi préférés montre comme un garçon!
2240,dril_gpt2,Everything i say is and will remain the property of Stick it To The Trolls. i would absolutely rather die than give in to this arrogant and uncaring pricks,bot,gpt2,Tout ce que je dis est et restera la propriété de Stick It To The Trolls. Je préfère absolument mourir plutôt que de céder à ce truc arrogant et impatient.
2241,kevinhookebot,"""The browser conterat your Spring to Java bectory the files in website:\r\n&lt;p id=\""WkFKKK\""&gt;&lt;img class=\""alignnone size-full wp-image-6151 \"" src=\""https://t.co/geAmdY6N6Z""",bot,rnn,"« Le navigateur contient votre Printemps à Java en faisant les fichiers sur le site :\r\n&lt;p id=\""WkFKKK\""&gt;&lt;img class=\""alignnone size-full wp-image-6151 \"" src=\""https://t.co/geAmdY6N6Z"""
2242,DeepDrumpf,Corruption and it's nasty. But beautiful. So I want to thank you. I love donors and some bad today that were right to be lost.,bot,rnn,Corruption et c’est stupide. Mais beau! Je veux donc vous remercier. J'aime les donneurs et certains mauvais aujourd'hui qui ont raison d'être perdu.
2243,whalefakes,whale I would like to see you whaley soon! I try to get to see all of my animals every weekend hehe,bot,gpt2,Je voudrais te voir bientôt! J'essaie de voir tous mes animaux tous les week-ends
2244,dril,"seeing the words ""Farm Fresco"" on a billboard and having to pull the fuck over from becoming Overstimulated",human,human,"voir les mots ""Farm Fresco"" sur un billboard et avoir à retirer la fuite de devenir Overstimulated"
2245,kevinhookebot,"""The container Flash C install on CentOS7 is some code, project mention some volocks with the large for the Command in the project of changes case it the long in the download of the instancenal to invest """,bot,rnn,"« Le conteneur Flash C installé sur CentOS7 est un code, projet mentionne certains volumes avec le grand pour le Command dans le projet de changements cas il est long dans la téléchargement de l'instance à investir »"
2246,imranye,@huhnniya my designer came clutch,human,human,@huhnniya mon concepteur est arrivé clutch
2247,kevinhooke,"I built an AngularJS app and hosted on https://t.co/ZFuNGGbIO0 a couple of years back, but after they retired their Bronze plan I never moved it anywhere else. Thinking hosting it on my VPS but should I rebuild the frontend in Angular 6, React, or vue.js ?",human,human,"J'ai construit une application AngularJS et je l'ai hébergé sur https://t.co/ZFuNGGbIO0 il y a quelques années, mais après qu'ils ont retiré leur plan de bronze, je ne l'ai jamais déplacé ailleurs. Pensez-vous à l'hébergement sur mon VPS mais devrais-je reconstruire le frontend dans Angular 6, React, ou vue.js?"
2248,JustinTrudeau,"Spoke on the phone with Prime Minister @AbiyAhmedAli today. We talked about the impacts COVID-19 is having in Canada and Ethiopia, the work we’re both doing to keep people safe, and the need for international coordination. Get more details on our call: https://t.co/SRFSAhzotD",human,human,"Parlez par téléphone avec le Premier ministre @AbiyAhmedAli aujourd'hui. Nous avons parlé des impacts du COVID-19 au Canada et en Éthiopie, du travail que nous faisons pour garder les gens en sécurité et de la nécessité de la coordination internationale. En savoir plus sur notre appel : https://t.co/SRFSAhzotD"
2249,imranye,more tik toks on youtube https://t.co/BrNTZ0uoqX,human,human,Plus d'infos sur youtube https://t.co/BrNTZ0uoqX
2250,dril,"god i `d love to host SNL . imagining hordes of Trolls trying to stop me, getting mowed down by an apache helicopter outside of studio 8H,",human,human,"Dieu, j’aime bien l’hébergement de SNL. Imaginant des hordes de Trolls qui tentent de m’arrêter, tombant déchirés par un hélicoptère apache en dehors du studio 8H,"
2251,jaden,People See Me And Ask Me If I Wanna Be A K Pop Star As If I Haven't Made My Goals For 2017 Clear.,human,human,Les gens me voient et me demandent si je veux être une star pop K comme si je n'avais pas réalisé mes objectifs pour 2017 clair.
2252,kevinhooke,@Atari_VB_Pod @fultonbot @Clickteam I think I played more with the sound sampling cartridge than I did writing code <U+0001F601>,human,human,@Atari_VB_Pod @fultonbot @Clickteam Je pense que j'ai joué plus avec le carton d'échantillonnage sonore que j'ai écrit le code <U+0001F601>
2253,narendramodi,"Mumbai, a city that has contributed so much to our nation. 

This dynamic city, our financial capital is also home to the best human capital. 

The NDA, at the Centre and in Maharashtra is working to enhance ‘Ease of Living.’ https://t.co/TL5FTo0XM9",human,human,"Mumbai, une ville qui a beaucoup contribué à notre nation. 

Cette ville dynamique, notre capital financier est aussi la maison du meilleur capital humain. 

La NDA, au Centre et à Maharashtra, travaille pour améliorer « la facilité de la vie ». https://t.co/TL5FTo0XM9"
2254,kevinhookebot,"""The:/localhost...\r\n\r\nOk:       at /local-houser-cgrouppendation\r\n                  /dev/f\r\nSentity can before to config have a rink play still set is master for the public meter to an article a read is t""",bot,rnn,"""Le:/localhost...\r\n\r\nOk: à /local-houser-cgrouppendation\r\n /dev/f\r\nSentity peut avant de configurer avoir un jeu de tir encore fixé est maître pour la mesure publique d'un article une lecture est t"""
2255,AINarendraModi,The building of the interaction with @moetromber President @TeemCHince,bot,rnn,La construction de l'interaction avec @moetromber Président @TeemCHince
2256,jaden,"se você estiver nos EUA, venha me ver em turnê https://t.co/yXCTpYUKtV",human,human,"Se você estiver nos EUA, venha me ver em turnê https://t.co/yXCTpYUKtV"
2257,dril_gpt2,"THinking about being the one to dunk Tater Tots in cement. might hurt a lot of people, dont care",bot,gpt2,"Pensez à être l'un pour faire tomber Tater Tots dans le ciment. Il peut faire mal à beaucoup de gens, ne pas s’inquiéter"
2258,zawvrk,Listen to Weiland - Gospel ft. Lil Tracy  https://t.co/NHaYir1kia,human,human,Écoutez Weiland - Gospel ft. Lil Tracy https://t.co/NHaYir1kia
2259,zawvrk,"this dude is a complete opportunist and capitalized off his school mates getting gunned down, can’t believe he made it to Harvard after getting rejected by other colleges, lmao @ america https://t.co/8WKCwPEzjn",human,human,"Ce dude est un opportuniste complet et capitalisé de ses mates scolaires qui tombent, ne peut pas croire qu'il l'a fait à Harvard après avoir été rejeté par d'autres collèges, lmao @ america https://t.co/8WKCwPEzjn"
2260,AINarendraModi,The talks with the people of the lives of the people of a programme in the NaMo App.,bot,rnn,Les conversations avec les gens de la vie des gens d'un programme dans l'application NaMo.
2261,kevinhooke,"Fascinating idea, applying ML to game generation <U+0001F44D> https://t.co/FAvHgC8sCt",human,human,"Idée fascinante, appliquant ML à la génération de jeu <U+0001F44D> https://t.co/FAvHgC8sCt"
2262,realDonaldTrump,"#MarchForLife 
https://t.co/5Yg09dOoJd",human,human,"La vie marquée 
HTTPS://t.co/5Yg09dOoJd"
2263,botustrump,"The United States, a country, laughing all the way to the bank, is used to being with other countries.Can turn this around-this is real #USA<U+0001F1FA><U+0001F1F8>",bot,gpt2,"Les États-Unis, un pays, rire tout le chemin vers la banque, est utilisé pour être avec d'autres pays.Can tourn this around-this is real #USA<U+0001F1FA><U+0001F1F8>"
2264,theJadenTrudeau,"My Fake Friends leave Town – We celebrate multiculturalism &amp; Spain – lots on the environment,",bot,others,"Mes faux amis quittent la ville – Nous célébrons le multiculturalisme &amp; Espagne – beaucoup sur l’environnement,"
2265,imranyebot,love you got clout,bot,others,Aimez vous avoir un clout
2266,ahadsheriff,FYI if you didnï¿½t know who King Leopold was he oversaw a genocide in Congo that killed 10-15 million Africans in the late 1890s https://t.co/LC3FJl2pgB,human,human,"FYI si vous ne saviez pas qui était le roi Leopold, il surveillait un génocide au Congo qui a tué 10-15 millions d'Afriques à la fin des années 1890 https://t.co/LC3FJl2pgB"
2267,zawvrk,@GabrielaRav hes ok,human,human,@GabrielaRav hés ok
2268,narendramodi,"Majestic and magnificent.   

Serene and spiritual.  

There is something very special about the Himalayas.  

It is always a humbling experience to return to the mountains. https://t.co/o01iPJ5dl3",human,human,"Magnifique et magnifique.   

Serène et spirituel.  

Il y a quelque chose de très spécial sur les Himalayas.  

C’est toujours une expérience humiliante de revenir aux montagnes. HTTPS://t.co/o01iPJ5dl3"
2269,UtilityLimb,"WELCOME, TRAVELER…TO THE MOST MADDENING OF ALL MY TWISTED REALMS... THE EGG TOMBS!! WHAT DO YOU MEAN THERES A TRAY LIKE THIS IN EVERY FRIDGE",human,human,"Bienvenue, voyageur... au plus grand mélange de toutes mes réalités douces... C’est la tombe! » Qu’est-ce que vous pensez de manger un trait comme celui-ci à chaque froid"
2270,kevinhooke,"If faced with an A or B technical decision, your first answer should always probably be 'it depends' because context is always relevant and more important than purely technical pros and cons",human,human,"Si vous êtes confronté à une décision technique A ou B, votre première réponse devrait toujours probablement être « cela dépend » parce que le contexte est toujours pertinent et plus important que les pros et les inconvénients purement techniques."
2271,JustinTrudeau,"A passionate champion for his community, Robert H. Lee had an immense impact on Vancouver &amp; the University of British Columbia. His vision &amp; legacy will live on. My thoughts are with his family, colleagues, and all who knew him.",human,human,"Un passionné champion pour sa communauté, Robert H. Lee a eu un immense impact sur Vancouver &amp; l'Université de British Columbia. Sa vision et son héritage vivront. Mes pensées sont avec sa famille, ses collègues et tous ceux qui le connaissaient."
2272,zawarbot,who does anyother rich celebrity,bot,others,Qui fait des célébrités riches
2273,AINarendraModi,Productive if the peace states of the people.,bot,rnn,Productive si la paix est l’état du peuple.
2274,ninjasexparty,"Our music videos are the number one way people find out about us, and they've been getting better &amp; better, largely thanks to Sean and his crew. If you like our videos, it's because of Sean. THANK YOU SEAN!!!",human,human,"Nos vidéos de musique sont le numéro un de la façon dont les gens découvrent de nous, et ils sont devenus meilleurs, en grande partie grâce à Sean et à son équipage. Si vous aimez nos vidéos, c'est à cause de Sean. Merci de vous assister!!et!"
2275,dril,"they should invent a new Danimal , mayvbe one that people might actually fucking want to associate with yogurt products for once",human,human,"Ils devraient inventer un nouveau Danimal, peut-être un que les gens pourraient vraiment fuir vouloir associer avec des produits de yogourt pour une fois."
2276,imranyebot,Miss you a man to meet one day bro do that tajweed on my soul,bot,others,Je te manque un homme pour rencontrer un jour mon frère fait ce tachouit sur mon âme
2277,zawvrk,@griffin_lilly2 we just kick it and mo bamba https://t.co/5O0hCUAkjc,human,human,@griffin_lilly2 nous le jettons et mo bamba https://t.co/5O0hCUAkjc
2278,realDonaldTrump,"Support for Impeachment is dropping like a rock, down into the 20’s in some Polls. Dems should now get down to work and finally approve USMCA, and much more!",human,human,"Le soutien à l’impéachment tombe comme une pierre, en dessous des vingt dans certains Polls. Dems devrait maintenant descendre au travail et enfin approuver USMCA, et bien plus encore!"
2279,VitalikButerin,"@nickgillespie @tylercowen @GeorgeMasonU @mercatus @reason What *should* good ""small-government"" principles look like?

Well here's my attempt from a year ago https://t.co/MUBr1G2Akb",human,human,"@nickgillespie @tylercowen @GeorgeMasonU @mercatus @reason Quels sont les bons principes du « petit gouvernement »?

Eh bien, voici mon essai il y a un an https://t.co/MUBr1G2Akb"
2280,dril,"mournful day fpr comedy fans, upon news that the wife character on ""Kevin Can Wait"" will be beheaded with a sword between seasons 1 and 2",human,human,"Les fans de la comédie fpr, après la nouvelle que le personnage de la femme sur ""Kevin Can Wait"" sera couvert d'une épée entre les saisons 1 et 2"
